с,В
14.8990,0.0152
14.9097,0.0000
14.9203,0.0102
14.9309,0.0000
14.9415,0.0102
14.9522,0.0000
14.9628,0.0051
14.9734,0.0000
14.9841,0.0152
14.9947,0.0000
