с,В
14.9027,0.0051
14.9133,0.0000
14.9240,0.0000
14.9346,0.0102
14.9453,0.0000
14.9559,0.0102
14.9666,0.0000
14.9773,0.0102
14.9879,0.0000
14.9986,0.0102
